mp_name,mp_age,mp_gender,mp_party,tweet_id,tweet_user,tweet_label,annotator,raw_text,clean_text,sent_label,sent_score,hate_label,hate_score,emo_optimism,emo_joy,emo_anger,translation,summary,pos_num_determinantes,pos_num_nouns,pos_num_verbs,pos_num_adjectives,pos_num_proper_nouns,pos_starts_with_pronoun,pos_ratio_noun_to_verb,Xwords,Xunique,Xtwice,Xav_length,Xmax_length,Xnumbers,Xlength_6,Xlength_3,Xstop,Xcharacter,Xcapital,Xpunctuation,Xsentence,Xsentence_par,Xword_par,Xchar_par,Xdet,Xprep,Xsing,Xplural,Xadv,Xnouns,Xpronouns,Xconj,Xpast,Xfuture,Xmentions,Xhashtag,Xurl,Xemoji,emo_sadness
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1420662567622647810,"Costas Zachariadis
@CZachariadis",-1,annotator_3,Το καλοκαίρι είναι η αγαπημένη περίοδος της κας Κεραμέως. Της αρέσει να νομοθετεί καλοκαίρι γιατί φοβάται τον διάλογο και τις κοινωνικές αντιστάσεις https://t.co/TtIVtVP0lr,.,neutral,0.7636642456054688,not hate,0.98140549659729,0.4897298514842987,0.2777082324028015,0.14324955642223358,Good morning is Mrs Keramito's favorite period. She likes to be legislated tomorrow because she's afraid of dialogue and social contrasts https://t.co/TtIVtVP0lr, Good morning is Mrs Keramito's favorite period. She likes to be legislated tomorrow because she's afraid of dialogue and social contrasts .,5,5,4,1,1,False,1.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.7325581395348837,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1379066246856118282,"Costas Zachariadis
@CZachariadis",-1,annotator_3,Πολιτικά ανεύθυνη και ηθικά ανεπίτρεπτο να κάνουν τα κόμματα μέσα στην πανδημία πολιτική με όρους πολιτικού κόστους  - πολιτικού οφέλους https://t.co/VR28gJ9COL,-,neutral,0.7865524888038635,not hate,0.7960758209228516,0.5960010886192322,0.19461898505687714,0.12337659299373627,Political responsibility and moral non-permissibility to make parts within the pandium policy with political costs - political benefits https://t.co/VR28gJ9COL, Political responsibility and moral non-permissibility to make parts within the pandium policy with political costs - political benefits .,2,6,1,5,0,False,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.71875,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1408514756793802762,"Costas Zachariadis
@CZachariadis",1,annotator_3,Εκπληκτικοί Αλμπέρτο Εσκενάζη και Γιώργος Τριανταφύλλου στο έργο «ο Γέρος του Μοριά» στο Αίθριο Δημαρχείου Κηφισιάς. Αξίζει να δείτε την παράσταση! https://t.co/q9g71pJoG2,. !,neutral,0.7682056427001953,not hate,0.7431047558784485,0.5206100940704346,0.24731360375881195,0.14751550555229187,"Excellent Alberto Eschenazie and George Triantafillo on the project ""The Age of Moria"" in Austria of the University of Caiaphas. It is worth viewing the presentation! https://t.co/q9g71pJOG2"," Alberto Eschenazie and George Triantafillo on the project ""The Age of Moria"" in Austria of the University of Caiaphas . It is worth viewing the presentation!",5,4,2,1,4,False,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0.6666666666666666,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.7309941520467836,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1412824533237649411,"Costas Zachariadis
@CZachariadis",-1,annotator_3,"Κομματικό κράτος Μητσοτάκη. Αυταρχική, αλαζονική, καθεστωτική συμπεριφορά η κομματικοποίηση των ανεξάρτητων αρχών και η απαξίωση της δημόσιας διοίκησης
https://t.co/a05bp9ey6w",". , ,",neutral,0.7838965058326721,not hate,0.6056860089302063,0.5086346864700317,0.2623223066329956,0.14099262654781342,"Member State of Mexico. Initial, alasonic, institutional behaviour the sharing of independent authorities and the award of public administration https://t.co/a05bp9ey6w"," Initial, alasonic, institutional behaviour the sharing of independent authorities and the award of public administration . Member State of Mexico .",4,6,0,6,1,False,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.6,2,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.7485714285714286,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1415685669318397959,"Costas Zachariadis
@CZachariadis",1,annotator_2,"47 χρόνια από το πραξικόπημα στην Κύπρο, η προδοσία της χούντας ήταν καταλύτης στην τραγωδία που έζησε και ζει το νησί. Δίκαιη λύση, ειρήνη, συνεργασία και συνανάπτυξη είναι η πρόκληση του παρόντος και του μέλλοντος αλλά και η δικαίωση του παρελθόντος.","47 , . , , .",neutral,0.7789130210876465,hate,0.718031108379364,0.5552721619606018,0.21898320317268372,0.14814645051956177,"47 years after the practice in Cyprus, the practice of hunting was completed in the tragedy that the island lived and lived. The right solution, peace, cooperation and development is the challenge of this and the future but also the justice of the past."," 47 years after the practice in Cyprus, the practice of hunting was completed in the tragedy that the island lived and lived . The right solution, peace, cooperation and development is the challenge of this and the future but also the justice of",11,15,3,1,1,False,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0.0,0.4166666666666667,2,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134920634920635,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1379414958354665480,"Costas Zachariadis
@CZachariadis",-1,annotator_2,Η κυβέρνηση χρησιμοποιεί τους επιστήμονες ως ασπίδα για να κρύψει τις ευθύνες της και την απόλυτη ανεπάρκειά της https://t.co/VbGtqKYFKJ,,neutral,0.7345883846282959,not hate,0.7591052651405334,0.5322496294975281,0.25501692295074463,0.11750730127096176,The government uses scientists as a shelter to cover its responsibilities and the absolute independence of https://t.co/VbGtqKYFKJ, The government uses scientists as a shelter to cover its responsibilities and the absolute independence of scientists .,5,5,2,1,0,False,2.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.6985294117647058,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1408796826589880331,"Costas Zachariadis
@CZachariadis",0,annotator_2,3ο Αναπτυξιακό Συνέδριο Αιτωλοακαρνανίας https://t.co/HtaodXRm5D,3,neutral,0.8099401593208313,not hate,0.8107796311378479,0.5429709553718567,0.21828463673591614,0.12836137413978577,3rd Development Conference https://t.co/HtaodXRm5D," 3rd Development Conference is taking place in New York City, New York .",0,2,0,2,0,False,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5625,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1396731065621000194,"Costas Zachariadis
@CZachariadis",-1,annotator_2,"Πέρασαν από την υπόθεση Τσενάι είκοσι χρόνια… Και αντί να πηγαίνουμε μπροστά – πάμε με ταχύτητα προς τα πίσω. Τότε ο ρατσισμός ήταν κοινωνικός, σήμερα είναι και θεσμικός.

https://t.co/4QxRHmLC20",". , .",neutral,0.771072268486023,hate,0.9798882603645325,0.585051417350769,0.21341459453105927,0.1260003000497818,"They've been from the Chinese case for 20 years... and instead of going forward – we go fast back. Then racism was social, today it's institutional. https://t.co/4QxRHmLC20"," They've been from the Chinese case for 20 years... and instead of going forward – we go fast back . Then racism was social, social, today it's institutional. Today it's Institutional. Then racism",3,4,3,2,0,False,1.33,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.6,1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.717948717948718,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1411702056201687040,"Costas Zachariadis
@CZachariadis",0,annotator_2,Συμμετέχει ο κ. Μητσοτάκης στη συζήτηση για την επόμενη μέρα της οικονομίας στην Ε.Ε.; Οι δηλώσεις πιθανού γερμανού καγκελάριου Λάσετ οδηγούν σε νέα μνημόνια https://t.co/F2JmGcGWVz,. ..;,neutral,0.7854512929916382,not hate,0.8609493374824524,0.5465431213378906,0.23242327570915222,0.13076899945735931,Mr Metsotakis participated in the debate on the next economic day in the EU? The statements of possible German Chancellor Lasset lead to new monuments https://t.co/F2JmGcGWVz, Mr Metsotakis participated in the debate on the next economic day in the EU? The statements of possible German Chancellor Lasset lead to new monuments .,6,8,2,4,1,False,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.8,2,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.7182320441988951,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1361629626565591040,"Costas Zachariadis
@CZachariadis",-1,annotator_2,"Χιλιάδες πολίτες μένουν χωρίς ρεύμα για ωρες μέσα στην παγωνιά. Χρειαζόμαστε ισχυρές υποδομές, πολιτικές πρόληψης, παρεμβατικό κράτος για να αντιμετωπίζουμε τις κρίσεις. Ένα μεγάλο ευχαριστώ σε όσους εργάζονται για να αποκαθιστούν τις βλάβες και την λειτουργικότητα των υποδομών.",". , , . .",neutral,0.775408923625946,not hate,0.9082297086715698,0.5638130903244019,0.23935741186141968,0.12406611442565918,"Thousands of citizens remain without electricity for hours in the race. We need strong infrastructures, policies, an intervention state to deal with the crises. I am very grateful to those who work to rehabilitate the damages and the functioning of the infrastructures."," Thousands of citizens remain without electricity for hours in the race . We need strong infrastructures, policies, an intervention state to deal with the crises .",6,12,6,3,0,False,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,0.0,0.5555555555555556,1,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8494623655913979,
